Customer Id,Customer Fname,Customer Lname,Customer City,Customer State,Customer Country,Customer Segment,Customer Zipcode
5254,Victoria,Francis,Beloit,WI,EE. UU.,Consumer,53511
5255,Mary,Marks,Virginia Beach,VA,EE. UU.,Home Office,23455
5256,Cheryl,Smith,Caguas,PR,Puerto Rico,Home Office,725
5257,Denise,Boyd,College Station,TX,EE. UU.,Consumer,77840
5258,Mary,Hoffman,Caguas,PR,Puerto Rico,Consumer,725
5259,Dennis,Smith,Houston,TX,EE. UU.,Corporate,77036
5260,Mary,Hartman,Caguas,PR,Puerto Rico,Consumer,725
5261,Jennifer,Suarez,Manati,PR,Puerto Rico,Consumer,674
5262,Eric,Smith,Caguas,PR,Puerto Rico,Corporate,725
5263,Benjamin,Taylor,San Jose,CA,EE. UU.,Corporate,95112
5264,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5265,Sarah,Rogers,Los Angeles,CA,EE. UU.,Consumer,90011
5266,Adam,Pratt,Brooklyn,NY,EE. UU.,Corporate,11219
5267,Mary,Smith,Brooklyn,NY,EE. UU.,Corporate,11215
5268,Stephen,Blair,Tonawanda,NY,EE. UU.,Consumer,14150
5269,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
5270,Andrea,Johnson,Chicago,IL,EE. UU.,Corporate,60620
5271,Mary,Hall,North Hills,CA,EE. UU.,Corporate,91343
5272,Jean,Fuentes,Las Vegas,NV,EE. UU.,Consumer,89117
5274,Michael,Beard,Caguas,PR,Puerto Rico,Consumer,725
5275,Alan,Smith,Trujillo Alto,PR,Puerto Rico,Consumer,976
5276,Mary,Martin,Chillicothe,OH,EE. UU.,Consumer,45601
5277,James,Morgan,Caguas,PR,Puerto Rico,Consumer,725
5278,Raymond,Kennedy,Westminster,CA,EE. UU.,Corporate,92683
5279,Kathryn,Smith,Fayetteville,NC,EE. UU.,Consumer,28314
5280,Mary,Day,Caguas,PR,Puerto Rico,Consumer,725
5281,James,Smith,Chicago,IL,EE. UU.,Home Office,60619
5282,Gary,Johnson,Lawrenceville,GA,EE. UU.,Corporate,30044
5283,Jacob,Guerrero,Escondido,CA,EE. UU.,Consumer,92026
5284,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
5285,Heather,Bentley,Clearfield,UT,EE. UU.,Consumer,84015
5286,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
5287,Margaret,Wu,Bronx,NY,EE. UU.,Consumer,10456
5288,Timothy,Smith,Caguas,PR,Puerto Rico,Consumer,725
5289,Jacob,Russo,Bismarck,ND,EE. UU.,Consumer,58501
5290,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
5291,Carolyn,Johnson,Brooklyn,NY,EE. UU.,Consumer,11201
5292,Mary,Torres,Caguas,PR,Puerto Rico,Consumer,725
5293,Michelle,Callahan,Sacramento,CA,EE. UU.,Consumer,95823
5294,Nicholas,Smith,Ballwin,MO,EE. UU.,Consumer,63021
5295,Mary,Williams,Bountiful,UT,EE. UU.,Corporate,84010
5296,Evelyn,Jefferson,Caguas,PR,Puerto Rico,Corporate,725
5297,Mary,Smith,San Diego,CA,EE. UU.,Consumer,92115
5298,Lisa,Moore,New York,NY,EE. UU.,Consumer,10040
5299,Mary,Randall,Caguas,PR,Puerto Rico,Consumer,725
5300,Joseph,Smith,Orlando,FL,EE. UU.,Consumer,32822
5301,Mary,Ward,Caguas,PR,Puerto Rico,Consumer,725
5302,Betty,Smith,Medford,MA,EE. UU.,Consumer,2155
5303,Diana,Shepherd,Carrollton,TX,EE. UU.,Corporate,75006
5304,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5305,Kathleen,Bailey,Corona,CA,EE. UU.,Home Office,92882
5306,Mary,Conley,Caguas,PR,Puerto Rico,Home Office,725
5307,Nicholas,Herman,New Braunfels,TX,EE. UU.,Home Office,78130
5308,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5309,Jessica,Johnston,Smyrna,GA,EE. UU.,Home Office,30080
5310,Ryan,Baird,Caguas,PR,Puerto Rico,Corporate,725
5311,Mary,Smith,Brighton,MA,EE. UU.,Corporate,2135
5312,Nancy,Flores,Caguas,PR,Puerto Rico,Home Office,725
5313,Mary,Webb,Las Vegas,NV,EE. UU.,Home Office,89108
5314,Karen,Smith,Everett,WA,EE. UU.,Consumer,98208
5315,Tammy,Thomas,Caguas,PR,Puerto Rico,Home Office,725
5316,Mary,Harris,Chesapeake,VA,EE. UU.,Corporate,23320
5317,Mary,Bender,Caguas,PR,Puerto Rico,Corporate,725
5318,Jessica,Smith,Cleveland,OH,EE. UU.,Home Office,44109
5319,Melissa,Harrison,Caguas,PR,Puerto Rico,Consumer,725
5320,Mary,Garza,Stockton,CA,EE. UU.,Consumer,95207
5321,Robert,Rowe,Caguas,PR,Puerto Rico,Corporate,725
5322,Christine,Smith,New York,NY,EE. UU.,Corporate,10025
5323,Julia,James,Antioch,TN,EE. UU.,Corporate,37013
5324,Mary,Patterson,Houston,TX,EE. UU.,Consumer,77015
5325,Diana,Smith,Caguas,PR,Puerto Rico,Consumer,725
5326,Sean,Spencer,Los Angeles,CA,EE. UU.,Consumer,90066
5327,Mary,Mcbride,Raleigh,NC,EE. UU.,Corporate,27610
5328,William,Smith,Caguas,PR,Puerto Rico,Consumer,725
5329,Jack,Townsend,Long Beach,CA,EE. UU.,Consumer,90805
5330,Mary,Smith,Atlanta,GA,EE. UU.,Consumer,30349
5331,Victoria,Hines,Bakersfield,CA,EE. UU.,Consumer,93308
5332,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
5333,James,Santiago,Brooklyn,NY,EE. UU.,Corporate,11221
5334,Michael,Smith,Richmond,KY,EE. UU.,Corporate,40475
5335,Phillip,Paul,Caguas,PR,Puerto Rico,Corporate,725
5336,Mary,Smith,Lutz,FL,EE. UU.,Corporate,33549
5337,Samuel,Stephenson,Caguas,PR,Puerto Rico,Home Office,725
5338,Amber,Smith,Newark,NJ,EE. UU.,Home Office,7104
5339,Mary,Moore,Caguas,PR,Puerto Rico,Consumer,725
5340,Nicole,Lewis,Hawthorne,CA,EE. UU.,Home Office,90250
5341,Mary,West,Brooklyn,NY,EE. UU.,Home Office,11230
5342,Willie,Flynn,San Jose,CA,EE. UU.,Home Office,95111
5343,Mary,Smith,Oak Lawn,IL,EE. UU.,Home Office,60453
5344,Jacqueline,Smith,Caguas,PR,Puerto Rico,Home Office,725
5345,Mary,Martinez,Newburgh,NY,EE. UU.,Home Office,12550
5346,John,Carlson,Caguas,PR,Puerto Rico,Corporate,725
5347,Madison,Smith,Woodbridge,VA,EE. UU.,Consumer,22193
5348,Mary,Wilson,Los Angeles,CA,EE. UU.,Corporate,90032
5349,Kenneth,Martin,Caguas,PR,Puerto Rico,Home Office,725
5350,Timothy,Solomon,Compton,CA,EE. UU.,Home Office,90220
5351,Mary,Smith,Cleveland,OH,EE. UU.,Home Office,44109
5352,Emma,Richards,Caguas,PR,Puerto Rico,Home Office,725
5353,Mary,Smith,Amarillo,TX,EE. UU.,Home Office,79109
5354,William,King,Caguas,PR,Puerto Rico,Home Office,725
5355,Andrea,Reese,Charlotte,NC,EE. UU.,Consumer,28205
5356,Mary,Rasmussen,Reynoldsburg,OH,EE. UU.,Corporate,43068
5357,Jean,Smith,Caguas,PR,Puerto Rico,Consumer,725
5358,Mary,Smith,Pacoima,CA,EE. UU.,Consumer,91331
5359,Raymond,Wu,Annapolis,MD,EE. UU.,Consumer,21401
5360,Mary,Smith,Asheboro,NC,EE. UU.,Consumer,27203
5361,John,Molina,Caguas,PR,Puerto Rico,Consumer,725
5362,Brenda,Hendricks,Milford,CT,EE. UU.,Corporate,6460
5363,Mary,Smith,Jackson,MI,EE. UU.,Consumer,49201
5364,Thomas,Colon,Caguas,PR,Puerto Rico,Consumer,725
5365,Mary,Smith,Miami,FL,EE. UU.,Consumer,33161
5366,Lawrence,Brooks,San Diego,CA,EE. UU.,Home Office,92102
5367,Mary,Mccormick,Caguas,PR,Puerto Rico,Home Office,725
5368,Gerald,Smith,Brooklyn,NY,EE. UU.,Home Office,11235
5369,Mary,Short,North Richland Hills,TX,EE. UU.,Consumer,76180
5370,Andrew,Smith,San Diego,CA,EE. UU.,Consumer,92117
5371,Emma,Robinson,Caguas,PR,Puerto Rico,Corporate,725
5372,Mary,Smith,Augusta,GA,EE. UU.,Home Office,30906
5373,Patricia,Serrano,Houston,TX,EE. UU.,Corporate,77015
5374,Brandon,Smith,Caguas,PR,Puerto Rico,Corporate,725
5375,Jeremy,Holmes,Los Angeles,CA,EE. UU.,Corporate,90046
5376,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5377,Crystal,Jones,Middletown,OH,EE. UU.,Consumer,45044
5378,Mary,Frye,Caguas,PR,Puerto Rico,Consumer,725
5379,Ralph,Smith,Virginia Beach,VA,EE. UU.,Consumer,23455
5380,Mary,Cole,Caguas,PR,Puerto Rico,Consumer,725
5381,Marilyn,Curry,Los Angeles,CA,EE. UU.,Home Office,90047
5382,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5383,Mary,Frye,Staten Island,NY,EE. UU.,Consumer,10312
5384,Christopher,Smith,Houston,TX,EE. UU.,Corporate,77015
5385,Lisa,Pope,Caguas,PR,Puerto Rico,Corporate,725
5386,Brenda,Smith,Chesapeake,VA,EE. UU.,Corporate,23322
5387,Mary,Riley,Caguas,PR,Puerto Rico,Corporate,725
5388,David,Ashley,Hendersonville,TN,EE. UU.,Corporate,37075
5389,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
5390,Kimberly,Padilla,Allentown,PA,EE. UU.,Corporate,18103
5391,Mary,Smith,Roswell,GA,EE. UU.,Home Office,30075
5392,Ann,James,Caguas,PR,Puerto Rico,Home Office,725
5393,Mary,Zimmerman,Wilmington,CA,EE. UU.,Home Office,90744
5395,Mary,Bell,San Antonio,TX,EE. UU.,Home Office,78201
5396,Cheryl,Smith,Caguas,PR,Puerto Rico,Home Office,725
5397,Mary,Nelson,Baltimore,MD,EE. UU.,Home Office,21224
5398,James,Rogers,Jersey City,NJ,EE. UU.,Consumer,7307
5399,Jean,Smith,Caguas,PR,Puerto Rico,Consumer,725
5400,Mary,Torres,Enfield,CT,EE. UU.,Corporate,6082
5401,Amber,Smith,Caguas,PR,Puerto Rico,Consumer,725
5402,Crystal,Ryan,Fort Lauderdale,FL,EE. UU.,Consumer,33312
5403,Mary,Smith,Columbus,OH,EE. UU.,Consumer,43207
5404,Sara,Castillo,Caguas,PR,Puerto Rico,Consumer,725
5405,Hannah,Deleon,Chicago,IL,EE. UU.,Consumer,60619
5406,Mary,Whitehead,Algonquin,IL,EE. UU.,Home Office,60102
5407,Joshua,Smith,Caguas,PR,Puerto Rico,Home Office,725
5408,Rebecca,Zamora,Fremont,CA,EE. UU.,Consumer,94539
5409,Ethan,Smith,Caguas,PR,Puerto Rico,Consumer,725
5410,Mary,Davis,Pittsburg,CA,EE. UU.,Consumer,94565
5411,Robert,Crane,Aurora,CO,EE. UU.,Consumer,80010
5412,Roger,Smith,Caguas,PR,Puerto Rico,Home Office,725
5413,Mary,Smith,Chicago,IL,EE. UU.,Home Office,60643
5414,Helen,Christensen,Caguas,PR,Puerto Rico,Corporate,725
5415,Mary,Smith,Yuma,AZ,EE. UU.,Home Office,85364
5416,Justin,Garcia,Medford,MA,EE. UU.,Home Office,2155
5417,Dennis,Meyer,Caguas,PR,Puerto Rico,Home Office,725
5418,Mary,Roy,Marietta,GA,EE. UU.,Consumer,30066
5419,Jennifer,Smith,Caguas,PR,Puerto Rico,Corporate,725
5420,Dylan,Hicks,Muskegon,MI,EE. UU.,Corporate,49442
5421,Mary,Carlson,Caguas,PR,Puerto Rico,Consumer,725
5422,Michael,Smith,Hollywood,FL,EE. UU.,Consumer,33024
5423,Ruth,Brown,Caguas,PR,Puerto Rico,Consumer,725
5424,Mary,Howard,Vista,CA,EE. UU.,Home Office,92083
5425,Mary,Aguirre,Caguas,PR,Puerto Rico,Home Office,725
5426,Mary,Smith,Antioch,CA,EE. UU.,Home Office,94509
5427,Betty,Lester,Ann Arbor,MI,EE. UU.,Home Office,48103
5428,Mary,Smith,La Crosse,WI,EE. UU.,Corporate,54601
5429,Betty,Villegas,Jackson,MI,EE. UU.,Corporate,49201
5430,Emma,Smith,Caguas,PR,Puerto Rico,Corporate,725
5431,Judith,Peck,Oceanside,CA,EE. UU.,Corporate,92054
5432,Denise,Smith,Baltimore,MD,EE. UU.,Corporate,21229
5433,Mary,Flores,Columbus,OH,EE. UU.,Corporate,43229
5434,Maria,Melendez,Caguas,PR,Puerto Rico,Corporate,725
5435,Mary,Smith,Lawrenceville,GA,EE. UU.,Corporate,30044
5436,Mary,Jones,Caguas,PR,Puerto Rico,Home Office,725
5437,Austin,Estes,San Pablo,CA,EE. UU.,Home Office,94806
5438,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5439,Samuel,Jones,Bronx,NY,EE. UU.,Corporate,10457
5440,Mary,Malone,Ontario,CA,EE. UU.,Consumer,91764
5441,Sharon,Smith,Caguas,PR,Puerto Rico,Consumer,725
5442,Judy,Mccarthy,Chicago,IL,EE. UU.,Home Office,60628
5443,Mary,Smith,Greeley,CO,EE. UU.,Consumer,80631
5444,Amy,Stevenson,Caguas,PR,Puerto Rico,Consumer,725
5445,Alexander,Pugh,Hilliard,OH,EE. UU.,Consumer,43026
5446,Mary,Smith,Douglasville,GA,EE. UU.,Corporate,30135
5447,James,Watkins,Caguas,PR,Puerto Rico,Home Office,725
5448,Kelly,English,Miami,FL,EE. UU.,Home Office,33126
5449,Mary,Smith,Houston,TX,EE. UU.,Home Office,77055
5450,John,Harris,Caguas,PR,Puerto Rico,Home Office,725
5451,Wayne,Torres,Chicago,IL,EE. UU.,Home Office,60632
5452,Mary,Olson,Santa Cruz,CA,EE. UU.,Home Office,95060
5453,Grace,English,Caguas,PR,Puerto Rico,Consumer,725
5454,Mary,Smith,Ogden,UT,EE. UU.,Home Office,84404
5455,Emily,Simmons,San Sebastian,PR,Puerto Rico,Home Office,685
5456,Johnny,Smith,Caguas,PR,Puerto Rico,Home Office,725
5457,Mary,Conrad,Mesa,AZ,EE. UU.,Consumer,85204
5458,Harold,Smith,Florissant,MO,EE. UU.,Consumer,63031
5459,Mary,Chambers,Caguas,PR,Puerto Rico,Consumer,725
5460,Lori,Smith,Houston,TX,EE. UU.,Home Office,77093
5461,Mary,Daniels,Caguas,PR,Puerto Rico,Consumer,725
5462,James,Greene,Brooklyn,NY,EE. UU.,Consumer,11211
5463,Mary,Schultz,Fond Du Lac,WI,EE. UU.,Corporate,54935
5464,Peter,Smith,Caguas,PR,Puerto Rico,Consumer,725
5465,Mary,Jones,Alameda,CA,EE. UU.,Corporate,94501
5466,Carl,Torres,Caguas,PR,Puerto Rico,Corporate,725
5467,Mary,Page,Apopka,FL,EE. UU.,Corporate,32703
5468,Katherine,Smith,Caguas,PR,Puerto Rico,Corporate,725
5469,Mary,Bradley,Far Rockaway,NY,EE. UU.,Consumer,11691
5470,Robert,Sawyer,Caguas,PR,Puerto Rico,Consumer,725
5471,Donald,Smith,Tempe,AZ,EE. UU.,Corporate,85281
5472,Joyce,Vance,Brighton,MA,EE. UU.,Consumer,2135
5473,Randy,Smith,Caguas,PR,Puerto Rico,Consumer,725
5474,Mary,Sanchez,Fond Du Lac,WI,EE. UU.,Consumer,54935
5475,Debra,Smith,Caguas,PR,Puerto Rico,Corporate,725
5476,Lauren,Phillips,Aurora,CO,EE. UU.,Corporate,80010
5477,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
5478,Megan,Bailey,Temecula,CA,EE. UU.,Consumer,92592
5479,Mary,Smith,Columbia,SC,EE. UU.,Consumer,29223
5480,Matthew,Jones,Caguas,PR,Puerto Rico,Consumer,725
5481,Mary,Hall,Scottsdale,AZ,EE. UU.,Consumer,85254
5482,Anthony,Morrison,Caguas,PR,Puerto Rico,Home Office,725
5483,Mary,Smith,Murfreesboro,TN,EE. UU.,Consumer,37130
5484,Stephanie,Clark,Caguas,PR,Puerto Rico,Home Office,725
5485,Kathy,Bishop,Corona,CA,EE. UU.,Consumer,92879
5486,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5487,Eugene,Rogers,Chicago,IL,EE. UU.,Consumer,60630
5488,Mary,Cisneros,Ontario,CA,EE. UU.,Corporate,91764
5489,Teresa,Smith,Caguas,PR,Puerto Rico,Consumer,725
5490,Mary,Richardson,Bronx,NY,EE. UU.,Consumer,10466
5491,Sharon,Smith,Caguas,PR,Puerto Rico,Home Office,725
5492,Frank,Delgado,Bronx,NY,EE. UU.,Consumer,10467
5493,Mary,Cochran,Jersey City,NJ,EE. UU.,Home Office,7305
5494,Rose,Smith,Oceanside,CA,EE. UU.,Consumer,92056
5495,Mary,Flores,Caguas,PR,Puerto Rico,Home Office,725
5496,Kevin,Acosta,Kent,WA,EE. UU.,Home Office,98031
5497,Katherine,Skinner,San Diego,CA,EE. UU.,Corporate,92115
5498,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
5499,Karen,Santiago,Paramount,CA,EE. UU.,Consumer,90723
5501,Samuel,White,Caguas,PR,Puerto Rico,Consumer,725
5502,Mary,Fritz,Brooklyn,NY,EE. UU.,Consumer,11226
5503,Tiffany,Smith,Escondido,CA,EE. UU.,Consumer,92025
5504,Mary,Brown,Caguas,PR,Puerto Rico,Consumer,725
5505,Joseph,Matthews,North Tonawanda,NY,EE. UU.,Consumer,14120
5506,Gregory,Smith,Caguas,PR,Puerto Rico,Consumer,725
5507,Carl,Thomas,Chambersburg,PA,EE. UU.,Corporate,17201
5508,Mary,Marquez,Caguas,PR,Puerto Rico,Corporate,725
5509,Diana,Smith,Decatur,GA,EE. UU.,Corporate,30034
5510,Mary,Bush,Caguas,PR,Puerto Rico,Corporate,725
5511,Linda,Smith,Detroit,MI,EE. UU.,Corporate,48205
5512,Timothy,Mccormick,Endicott,NY,EE. UU.,Corporate,13760
5513,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
5514,Linda,Collins,Des Plaines,IL,EE. UU.,Consumer,60016
5515,Mary,Smith,Cincinnati,OH,EE. UU.,Home Office,45238
5516,Marilyn,Woods,Caguas,PR,Puerto Rico,Home Office,725
5517,Mary,Wagner,Bloomfield,NJ,EE. UU.,Home Office,7003
5518,Patricia,Smith,Princeton,NJ,EE. UU.,Consumer,8540
5519,Deborah,Archer,Caguas,PR,Puerto Rico,Corporate,725
5520,Virginia,Smith,Bellflower,CA,EE. UU.,Corporate,90706
5521,Mary,Williamson,West Chester,PA,EE. UU.,Home Office,19380
5522,Rebecca,Smith,Caguas,PR,Puerto Rico,Consumer,725
5523,Mary,Krueger,Brooklyn,NY,EE. UU.,Corporate,11203
5524,Mark,Gamble,Brooklyn,NY,EE. UU.,Corporate,11206
5525,Kevin,Smith,Knoxville,TN,EE. UU.,Corporate,37922
5526,Mary,Reid,Caguas,PR,Puerto Rico,Corporate,725
5527,Joshua,Smith,Sacramento,CA,EE. UU.,Corporate,95823
5528,Nathan,Kent,Fresno,CA,EE. UU.,Corporate,93722
5529,Mary,Smith,Hilliard,OH,EE. UU.,Consumer,43026
5530,Donald,Anderson,Caguas,PR,Puerto Rico,Corporate,725
5531,Philip,Bowman,Chicago,IL,EE. UU.,Corporate,60634
5532,Mary,Smith,Rowland Heights,CA,EE. UU.,Home Office,91748
5533,Mary,Harrison,Caguas,PR,Puerto Rico,Consumer,725
5534,Elizabeth,Smith,South El Monte,CA,EE. UU.,Corporate,91733
5535,Andrea,Cowan,Caguas,PR,Puerto Rico,Corporate,725
5536,Mary,Smith,Alhambra,CA,EE. UU.,Corporate,91801
5537,James,Bryan,Caguas,PR,Puerto Rico,Consumer,725
5538,Lisa,Smith,Livermore,CA,EE. UU.,Corporate,94550
5539,Mary,Lopez,Ontario,CA,EE. UU.,Consumer,91764
5540,Deborah,Smith,Caguas,PR,Puerto Rico,Corporate,725
5541,Johnny,Clements,Houston,TX,EE. UU.,Home Office,77015
5542,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
5543,Patricia,Perez,Far Rockaway,NY,EE. UU.,Corporate,11691
5544,Mary,Welch,Tustin,CA,EE. UU.,Corporate,92780
5546,Jeremy,Smith,Caguas,PR,Puerto Rico,Corporate,725
5547,Mary,Perry,Bountiful,UT,EE. UU.,Corporate,84010
5548,Michael,Crawford,Caguas,PR,Puerto Rico,Corporate,725
5549,Kathryn,Smith,Brooklyn,NY,EE. UU.,Corporate,11236
5550,Mary,Lee,Weslaco,TX,EE. UU.,Corporate,78596
5551,Diane,Lambert,Caguas,PR,Puerto Rico,Home Office,725
5552,Mary,Smith,Reynoldsburg,OH,EE. UU.,Consumer,43068
5553,Patricia,Lewis,Caguas,PR,Puerto Rico,Consumer,725
5554,Hannah,Ferguson,Rio Rancho,NM,EE. UU.,Consumer,87124
5555,Mary,Smith,Joliet,IL,EE. UU.,Consumer,60435
5556,Richard,Burns,Caguas,PR,Puerto Rico,Consumer,725
5557,Ann,Smith,Lake Forest,CA,EE. UU.,Home Office,92630
5558,Mary,Randall,Kaneohe,HI,EE. UU.,Corporate,96744
5559,Alice,Smith,Crystal Lake,IL,EE. UU.,Corporate,60014
5560,Mary,Rodriguez,Caguas,PR,Puerto Rico,Corporate,725
5561,Jerry,Garner,Martinsburg,WV,EE. UU.,Corporate,25401
5562,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
5563,Paul,Trevino,West Chester,PA,EE. UU.,Corporate,19380
5564,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5565,Laura,Orr,Carolina,PR,Puerto Rico,Consumer,983
5566,Theresa,Smith,Caguas,PR,Puerto Rico,Consumer,725
5567,Mary,Garza,New York,NY,EE. UU.,Consumer,10031
5568,Eric,Smith,Caguas,PR,Puerto Rico,Home Office,725
5569,Katherine,Austin,Davis,CA,EE. UU.,Home Office,95616
5570,Mary,Smith,Mission Viejo,CA,EE. UU.,Corporate,92691
5571,David,Murphy,Caguas,PR,Puerto Rico,Corporate,725
5572,Richard,Smith,San Jose,CA,EE. UU.,Corporate,95127
5573,Jordan,Ortiz,Cleveland,OH,EE. UU.,Corporate,44105
5574,Mary,Castillo,Caguas,PR,Puerto Rico,Consumer,725
5575,Richard,Smith,Elk Grove,CA,EE. UU.,Home Office,95758
5576,Alice,Meyer,Caguas,PR,Puerto Rico,Home Office,725
5577,Mary,Smith,Modesto,CA,EE. UU.,Home Office,95350
5578,Sarah,Becker,Caguas,PR,Puerto Rico,Home Office,725
5579,Mary,Hurley,Elgin,IL,EE. UU.,Home Office,60123
5580,Kathryn,Smith,Moreno Valley,CA,EE. UU.,Home Office,92557
5581,Mary,Miller,Caguas,PR,Puerto Rico,Corporate,725
5582,Gloria,Larson,Chicago,IL,EE. UU.,Corporate,60616
5583,Mary,Skinner,Caguas,PR,Puerto Rico,Consumer,725
5584,Ruth,Smith,New York,NY,EE. UU.,Consumer,10021
5585,Mary,Wilson,Moreno Valley,CA,EE. UU.,Consumer,92553
5586,Catherine,Smith,Caguas,PR,Puerto Rico,Consumer,725
5587,Brandon,Williams,Bayamon,PR,Puerto Rico,Consumer,957
5588,Jane,Hopkins,Santa Ana,CA,EE. UU.,Consumer,92707
5589,Mary,Smith,Loveland,OH,EE. UU.,Consumer,45140
5590,Frank,Williams,Caguas,PR,Puerto Rico,Home Office,725
5591,Emma,Schwartz,Hollywood,FL,EE. UU.,Home Office,33025
5592,Mary,Bush,Caguas,PR,Puerto Rico,Home Office,725
5593,Jacqueline,Smith,Washington,DC,EE. UU.,Home Office,20002
5594,Mary,Davidson,Caguas,PR,Puerto Rico,Home Office,725
5595,Samuel,Santos,Spring Valley,CA,EE. UU.,Corporate,91977
5596,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
5597,Robert,Irwin,Olathe,KS,EE. UU.,Corporate,66062
5598,Sharon,Smith,Houston,TX,EE. UU.,Corporate,77093
5599,Mary,Galvan,Levittown,NY,EE. UU.,Corporate,11756
5600,Helen,Smith,Caguas,PR,Puerto Rico,Corporate,725
5601,Deborah,Roberts,Sacramento,CA,EE. UU.,Corporate,95828
5602,Mary,Parrish,Caguas,PR,Puerto Rico,Corporate,725
5603,David,Smith,Charlotte,NC,EE. UU.,Corporate,28205
5604,Frances,Randall,Highland Park,MI,EE. UU.,Consumer,48203
5605,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
5606,Teresa,White,New York,NY,EE. UU.,Consumer,10011
5607,Mary,Heath,Caguas,PR,Puerto Rico,Consumer,725
5608,James,Smith,New York,NY,EE. UU.,Consumer,10031
5609,Michael,Bailey,Morristown,NJ,EE. UU.,Consumer,7960
5610,Mary,Wheeler,Caguas,PR,Puerto Rico,Consumer,725
5611,Michael,Williamson,Virginia Beach,VA,EE. UU.,Consumer,23452
5612,Mary,Huang,Caguas,PR,Puerto Rico,Corporate,725
5613,Michael,Smith,Chicago,IL,EE. UU.,Corporate,60632
5614,Carolyn,Adams,Aurora,IL,EE. UU.,Corporate,60506
5615,Albert,Smith,Caguas,PR,Puerto Rico,Corporate,725
5616,Mary,Dudley,Oxnard,CA,EE. UU.,Consumer,93030
5617,Barbara,Smith,Huntington Station,NY,EE. UU.,Consumer,11746
5618,Victoria,Morales,Caguas,PR,Puerto Rico,Corporate,725
5619,Mary,Smith,Potomac,MD,EE. UU.,Corporate,20854
5620,Randy,Watts,Caguas,PR,Puerto Rico,Consumer,725
5621,Mary,Smith,Virginia Beach,VA,EE. UU.,Consumer,23452
5622,Ronald,Hall,Caguas,PR,Puerto Rico,Home Office,725
5623,Jose,Haley,Columbus,OH,EE. UU.,Consumer,43207
5624,Mary,Mata,Caguas,PR,Puerto Rico,Consumer,725
5625,Thomas,Smith,Goleta,CA,EE. UU.,Consumer,93117
5626,Frank,Morgan,Caguas,PR,Puerto Rico,Consumer,725
5627,Judith,Ferguson,Jacksonville,FL,EE. UU.,Consumer,32225
5628,Zachary,Holt,Caguas,PR,Puerto Rico,Corporate,725
5629,Mary,Carey,Glendale,AZ,EE. UU.,Corporate,85301
5630,Raymond,Smith,Caguas,PR,Puerto Rico,Corporate,725
5631,Gloria,Goodman,Los Angeles,CA,EE. UU.,Corporate,90066
5632,Douglas,Mcbride,Union,NJ,EE. UU.,Home Office,7083
5633,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
5634,Carl,Sullivan,Lynn,MA,EE. UU.,Home Office,1902
5635,Mary,Chavez,Caguas,PR,Puerto Rico,Corporate,725
5636,Hannah,Smith,Columbus,GA,EE. UU.,Corporate,31907
5637,Mary,Wong,New Orleans,LA,EE. UU.,Corporate,70117
5638,Tyler,Smith,Caguas,PR,Puerto Rico,Corporate,725
5639,Mary,Foster,Tampa,FL,EE. UU.,Corporate,33624
5640,Matthew,Smith,Cumberland,MD,EE. UU.,Consumer,21502
5641,Eric,Cohen,Caguas,PR,Puerto Rico,Consumer,725
5642,Mary,Smith,Columbia,TN,EE. UU.,Consumer,38401
5643,Tiffany,Caldwell,Silver Spring,MD,EE. UU.,Consumer,20904
5644,Carl,Horn,Caguas,PR,Puerto Rico,Consumer,725
5645,Mary,Villegas,Oxnard,CA,EE. UU.,Consumer,93033
5646,Christine,Smith,Jamaica,NY,EE. UU.,Consumer,11435
5647,Mary,Phelps,Caguas,PR,Puerto Rico,Corporate,725
5648,Joshua,Smith,Memphis,TN,EE. UU.,Corporate,38111
5649,Mary,Nguyen,Caguas,PR,Puerto Rico,Consumer,725
5650,Joseph,Hutchinson,Brooklyn,NY,EE. UU.,Consumer,11230
5651,Michelle,Smith,West Chester,PA,EE. UU.,Consumer,19380
5652,Mary,Garcia,Bend,OR,EE. UU.,Home Office,97701
